inventory_id,product_id,warehouse_location,stock_quantity,reorder_level,last_updated
82,206,Chennai,512.0,260,2025-09-13
83,255,Pune,4835.0,931,2025-06-30
84,169,Bangalore,309.0,573,2025-07-22
85,79,Mumbai,1440.0,569,2025-06-27
86,499,Delhi,4504.0,692,2025-07-25
87,479,Delhi,1570.0,334,2025-04-22
88,249,Bangalore,1899.0,139,2025-08-27
89,29,Chennai,1478.0,952,2025-03-06
90,323,Chennai,2715.0,537,2025-04-13
91,262,Bangalore,,825,2025-05-27
92,202,Mumbai,4776.0,489,2025-06-16
93,69,Pune,1623.0,719,2025-12-04
94,87,Chennai,2549.0,137,2025-05-20
95,109,Bangalore,711.0,549,2026-02-15
96,470,Delhi,2335.0,906,2026-01-10
97,299,Delhi,1640.0,772,2025-10-25
98,38,Bangalore,1652.0,326,2025-09-28
99,411,Delhi,3505.0,475,2025-03-25
100,183,Pune,977.0,701,2025-09-30
101,240,Bangalore,4118.0,782,2025-04-11
102,400,Delhi,4038.0,771,2025-11-03
103,453,Pune,4116.0,408,2025-05-21
104,494,Pune,4013.0,439,2025-06-30
105,406,Pune,1110.0,999,2025-03-30
106,262,Delhi,2879.0,642,2026-01-12
107,267,Mumbai,,567,2025-12-01
108,170,Bangalore,4900.0,377,2025-12-12
109,229,Pune,1159.0,177,2025-09-02
110,464,Chennai,1183.0,327,2025-10-25
111,430,Mumbai,1143.0,397,2025-08-08
112,398,Delhi,409.0,225,2025-07-08
113,28,Mumbai,1588.0,475,2025-04-04
114,464,Mumbai,505.0,182,2025-11-29
115,167,Chennai,2826.0,794,2025-06-04
116,407,Pune,393.0,412,2025-10-22
117,180,Mumbai,3888.0,136,2026-01-07
118,151,Delhi,3774.0,405,2025-03-14
119,7,Delhi,1721.0,203,2025-09-15
120,278,Delhi,97.0,546,2025-11-15
121,236,Chennai,3416.0,396,2025-09-02
122,26,Bangalore,3157.0,720,2025-11-04
123,258,Chennai,1135.0,213,2026-02-20
124,425,Delhi,25.0,436,2025-12-07
125,177,Bangalore,2913.0,984,2026-01-08
126,485,Chennai,1004.0,610,2026-01-24
127,261,Chennai,4639.0,881,2025-08-07
128,225,Delhi,,857,2025-04-08
129,112,Pune,728.0,805,2025-04-11
130,327,Pune,,519,2025-06-06
131,102,Mumbai,2327.0,780,2026-02-18
132,176,Pune,3158.0,911,2025-08-11
133,317,Chennai,1426.0,867,2026-01-07
134,473,Bangalore,2677.0,550,2025-11-24
135,226,Delhi,,258,2025-11-17
136,26,Delhi,2832.0,256,2025-08-03
137,136,Chennai,2744.0,825,2025-07-30
138,312,Pune,2315.0,716,2025-11-24
139,342,Delhi,2884.0,770,2025-04-06
140,316,Pune,4805.0,216,2025-07-09
141,352,Chennai,3977.0,880,2025-10-10
142,500,Chennai,3695.0,209,2025-09-28
143,143,Pune,4552.0,475,2026-02-17
144,278,Chennai,4539.0,493,2025-05-16
145,359,Bangalore,972.0,414,2025-04-16
146,365,Chennai,590.0,852,2025-10-28
147,189,Mumbai,3959.0,481,2025-04-17
148,274,Chennai,798.0,901,2025-03-02
149,329,Pune,4813.0,586,2025-03-16
150,458,Mumbai,3474.0,326,2025-04-04
151,115,Mumbai,1858.0,504,2025-12-03
152,133,Bangalore,3436.0,326,2025-10-16
153,30,Mumbai,3635.0,478,2025-07-20
154,388,Mumbai,1896.0,456,2025-12-12
155,265,Delhi,1017.0,684,2025-09-27
156,433,Pune,3690.0,471,2025-11-01
157,403,Mumbai,4777.0,165,2026-02-02
158,109,Bangalore,4414.0,202,2026-02-16
159,99,Pune,1142.0,316,2025-12-12
160,361,Mumbai,3462.0,266,2026-01-19
161,273,Mumbai,1067.0,502,2025-04-18
162,453,Bangalore,1733.0,564,2025-03-13
163,347,Bangalore,2229.0,643,2025-07-04
164,146,Chennai,2841.0,968,2025-06-29
165,413,Mumbai,416.0,488,2025-12-06
166,299,Chennai,363.0,112,2025-12-26
167,468,Bangalore,3870.0,885,2025-03-06
168,473,Delhi,4753.0,792,2025-12-22
169,246,Chennai,3170.0,695,2025-06-08
170,475,Mumbai,249.0,726,2025-05-12
171,334,Delhi,9.0,780,2025-10-10
172,203,Bangalore,2979.0,205,2025-10-18
173,1,Mumbai,3988.0,771,2025-04-10
174,120,Chennai,3850.0,996,2025-04-14
175,434,Mumbai,1369.0,502,2025-04-21
176,335,Bangalore,516.0,851,2025-09-19
177,144,Mumbai,4866.0,894,2025-07-16
178,170,Pune,601.0,800,2025-09-02
179,182,Pune,332.0,646,2025-09-10
180,454,Chennai,3638.0,561,2025-07-19
181,500,Mumbai,1614.0,666,2025-05-14
182,281,Delhi,4722.0,977,2025-12-03
183,278,Chennai,1486.0,181,2025-07-13
184,58,Chennai,775.0,327,2025-12-18
185,292,Mumbai,3455.0,559,2025-04-25
186,68,Bangalore,2781.0,742,2025-03-23
187,66,Bangalore,,419,2025-03-08
188,185,Mumbai,2477.0,327,2026-02-08
189,368,Delhi,159.0,231,2025-09-26
190,241,Pune,3469.0,856,2025-12-23
191,266,Pune,2143.0,347,2025-07-02
192,185,Pune,16.0,444,2025-05-27
193,2,Chennai,2595.0,749,2025-11-06
194,300,Delhi,1321.0,837,2025-08-24
195,365,Mumbai,161.0,786,2025-06-21
196,234,Chennai,182.0,107,2025-10-16
197,345,Mumbai,2709.0,906,2026-01-01
198,335,Chennai,1789.0,399,2025-08-29
199,243,Pune,736.0,192,2025-03-24
200,375,Mumbai,3194.0,730,2025-03-13
201,190,Mumbai,374.0,503,2025-12-15
202,86,Delhi,4077.0,456,2025-09-24
203,240,Chennai,107.0,353,2025-07-30
204,469,Pune,71.0,372,2025-05-05
205,309,Mumbai,2592.0,231,2025-06-05
206,467,Mumbai,928.0,328,2025-10-29
207,474,Pune,2626.0,713,2026-02-11
208,276,Bangalore,2581.0,345,2025-06-27
209,447,Mumbai,678.0,321,2025-10-23
210,266,Delhi,3300.0,314,2025-07-28
211,190,Pune,173.0,703,2025-03-04
212,13,Pune,3849.0,542,2025-03-27
213,85,Delhi,697.0,101,2025-04-05
214,22,Bangalore,250.0,390,2025-03-04
215,348,Mumbai,2217.0,524,2025-04-20
216,8,Chennai,1127.0,779,2025-08-22
217,370,Bangalore,1402.0,711,2025-08-08
218,238,Pune,4843.0,296,2025-07-27
219,368,Chennai,4497.0,587,2025-10-08
220,3,Mumbai,2738.0,485,2025-09-07
221,332,Delhi,4097.0,556,2025-08-09
222,245,Mumbai,3997.0,317,2026-01-05
223,115,Bangalore,4650.0,251,2025-04-07
224,367,Delhi,2800.0,970,2025-08-15
225,250,Chennai,4967.0,117,2025-06-22
226,215,Chennai,1368.0,631,2025-05-14
227,202,Chennai,4294.0,712,2025-06-15
228,98,Delhi,2924.0,388,2025-05-06
229,161,Pune,2847.0,814,2026-01-07
230,411,Bangalore,3565.0,129,2025-11-12
231,291,Mumbai,563.0,351,2026-01-11
232,306,Delhi,916.0,930,2025-08-14
233,118,Chennai,1346.0,956,2025-07-26
234,348,Bangalore,1357.0,379,2026-01-10
235,69,Delhi,2092.0,987,2025-11-30
236,122,Pune,1645.0,181,2025-05-28
237,372,Chennai,3171.0,341,2025-07-03
238,384,Chennai,3926.0,990,2025-11-25
239,416,Mumbai,1042.0,377,2026-02-05
240,288,Delhi,4435.0,401,2025-04-22
241,472,Pune,2677.0,977,2025-03-31
242,91,Mumbai,1677.0,337,2025-03-20
243,8,Mumbai,618.0,480,2025-05-29
244,263,Chennai,2840.0,828,2025-06-17
245,397,Mumbai,3877.0,940,2025-08-10
246,167,Chennai,4126.0,969,2025-10-10
247,37,Chennai,3095.0,528,2025-03-03
248,186,Bangalore,4273.0,223,2025-09-08
249,434,Delhi,1049.0,495,2025-04-23
250,313,Bangalore,2102.0,263,2026-01-23
251,147,Mumbai,1285.0,718,2025-03-02
252,388,Chennai,3789.0,872,2025-07-13
253,2,Mumbai,4969.0,461,2025-11-14
254,253,Pune,329.0,614,2025-05-28
255,53,Pune,2753.0,633,2025-03-11
256,357,Chennai,2890.0,872,2025-03-28
257,497,Pune,2211.0,530,2025-04-13
258,125,Bangalore,3856.0,404,2025-09-18
259,137,Bangalore,3953.0,447,2025-09-12
260,303,Mumbai,3099.0,635,2025-02-25
261,41,Delhi,213.0,561,2025-11-08
262,30,Pune,4917.0,114,2025-07-13
263,375,Mumbai,3968.0,667,2025-11-13
264,343,Delhi,4827.0,503,2025-06-16
265,94,Pune,4574.0,683,2025-10-22
266,341,Pune,4008.0,852,2025-04-07
267,320,Mumbai,2164.0,922,2025-10-05
268,124,Delhi,4032.0,472,2025-10-07
269,45,Chennai,2439.0,895,2025-04-18
270,121,Delhi,2053.0,284,2026-02-21
271,369,Mumbai,748.0,701,2025-03-05
272,168,Bangalore,1620.0,983,2025-09-05
273,377,Chennai,2907.0,693,2025-12-28
274,70,Chennai,4374.0,899,2025-06-29
275,41,Delhi,2684.0,442,2025-04-15
276,277,Delhi,406.0,400,2025-06-29
277,76,Bangalore,4724.0,279,2026-01-15
278,79,Chennai,2366.0,463,2025-08-08
279,266,Delhi,3296.0,556,2025-03-19
280,325,Mumbai,3938.0,553,2025-06-03
281,148,Chennai,1764.0,701,2025-11-15
282,116,Delhi,824.0,265,2025-04-10
283,320,Mumbai,93.0,233,2025-12-01
284,457,Delhi,2026.0,757,2025-07-25
285,78,Delhi,1459.0,342,2025-11-07
286,158,Bangalore,2770.0,258,2025-08-31
287,207,Bangalore,909.0,770,2025-10-19
288,402,Bangalore,4013.0,134,2025-08-30
289,180,Delhi,1782.0,783,2025-11-13
290,362,Delhi,352.0,211,2025-08-31
291,129,Bangalore,2245.0,263,2025-04-13
292,103,Mumbai,4402.0,243,2025-12-20
293,432,Bangalore,410.0,359,2025-12-05
294,112,Bangalore,2185.0,119,2025-07-17
295,490,Chennai,1696.0,243,2025-09-19
296,308,Bangalore,2428.0,525,2026-02-07
297,400,Chennai,596.0,445,2025-07-12
298,189,Pune,3599.0,780,2025-05-22
299,153,Delhi,4075.0,530,2025-12-05
300,126,Bangalore,124.0,802,2026-02-07
301,303,Bangalore,2868.0,511,2025-08-26
302,342,Bangalore,3722.0,903,2025-07-27
303,117,Delhi,1782.0,447,2025-08-14
304,7,Delhi,3751.0,920,2025-08-25
305,44,Mumbai,2544.0,459,2025-04-30
306,324,Bangalore,2966.0,209,2025-06-19
307,158,Chennai,3208.0,343,2025-05-09
308,384,Pune,179.0,611,2025-05-03
309,371,Chennai,1767.0,772,2025-04-15
310,396,Chennai,2890.0,995,2025-11-29
311,64,Chennai,4362.0,390,2025-11-18
312,302,Chennai,902.0,930,2025-11-07
313,129,Pune,3303.0,925,2026-02-14
314,366,Delhi,586.0,789,2025-07-05
315,205,Delhi,3534.0,367,2025-06-19
316,82,Pune,91.0,964,2025-03-13
317,458,Bangalore,9.0,853,2025-05-21
318,480,Chennai,3423.0,199,2025-06-08
319,482,Chennai,1025.0,513,2025-10-15
320,145,Mumbai,2620.0,764,2025-09-12
321,130,Bangalore,3486.0,480,2026-02-07
322,101,Chennai,3863.0,772,2025-09-18
323,195,Pune,3508.0,602,2025-09-10
324,430,Chennai,2379.0,915,2025-06-27
325,416,Delhi,3237.0,846,2025-03-16
326,73,Delhi,2429.0,963,2025-11-24
327,170,Bangalore,921.0,953,2025-07-13
328,226,Chennai,2610.0,993,2025-03-06
329,76,Delhi,2489.0,990,2025-03-13
330,14,Bangalore,2601.0,515,2025-10-01
331,342,Mumbai,2962.0,576,2026-01-05
332,221,Bangalore,2367.0,283,2026-02-13
333,115,Pune,4800.0,759,2025-08-18
334,65,Delhi,2545.0,498,2025-11-05
335,425,Bangalore,1179.0,467,2025-06-23
336,123,Bangalore,2754.0,671,2025-11-30
337,286,Bangalore,3254.0,537,2025-05-25
338,385,Chennai,4812.0,689,2025-02-28
339,447,Chennai,4244.0,554,2025-04-10
340,497,Pune,591.0,919,2025-11-29
341,255,Chennai,1983.0,944,2025-04-03
342,180,Bangalore,16.0,950,2025-03-25
343,444,Pune,2855.0,204,2025-04-16
344,272,Chennai,1420.0,993,2025-02-24
345,48,Chennai,3031.0,327,2025-08-09
346,478,Delhi,3579.0,746,2025-12-12
347,227,Delhi,1259.0,913,2025-09-24
348,229,Bangalore,3111.0,497,2025-06-01
349,296,Chennai,2876.0,783,2025-08-25
350,60,Mumbai,33.0,397,2025-05-26
351,190,Chennai,489.0,366,2025-05-06
352,235,Mumbai,3220.0,572,2025-08-21
353,160,Mumbai,2229.0,127,2025-08-13
354,27,Bangalore,4897.0,410,2025-11-22
355,269,Pune,116.0,297,2025-12-13
356,346,Delhi,2989.0,712,2025-05-08
357,46,Delhi,1251.0,161,2025-07-25
358,348,Pune,3735.0,661,2025-05-10
359,21,Mumbai,454.0,112,2026-02-07
360,287,Mumbai,3867.0,263,2026-01-31
361,254,Mumbai,4427.0,450,2025-03-12
362,269,Delhi,3434.0,294,2025-05-06
363,193,Pune,3501.0,719,2025-06-11
364,256,Mumbai,1696.0,230,2026-01-25
365,479,Bangalore,4536.0,581,2025-07-01
366,83,Chennai,343.0,258,2025-12-13
367,448,Delhi,3335.0,494,2025-08-12
368,387,Delhi,4534.0,504,2025-10-06
369,46,Chennai,4341.0,440,2025-05-05
370,129,Pune,697.0,475,2026-01-13
371,485,Pune,2317.0,306,2025-12-14
372,196,Mumbai,1351.0,812,2025-11-01
373,332,Pune,446.0,499,2026-01-25
374,206,Chennai,494.0,768,2025-06-24
375,243,Pune,2813.0,213,2025-03-08
376,160,Bangalore,2837.0,527,2025-03-08
377,310,Pune,367.0,984,2025-04-25
378,36,Chennai,1469.0,499,2025-08-14
379,471,Delhi,2250.0,782,2026-02-06
380,102,Chennai,1754.0,424,2026-01-14
381,297,Chennai,774.0,450,2025-05-01
382,230,Chennai,3913.0,201,2025-12-31
383,328,Pune,3607.0,531,2025-03-09
384,485,Pune,3753.0,160,2025-12-09
385,459,Bangalore,2727.0,492,2026-01-27
386,25,Chennai,3055.0,943,2025-03-06
387,131,Delhi,4100.0,489,2025-02-24
388,262,Mumbai,2595.0,727,2025-08-08
389,318,Delhi,3639.0,266,2025-09-29
390,25,Bangalore,3646.0,421,2025-12-05
391,51,Delhi,1019.0,888,2025-11-24
392,5,Mumbai,3224.0,176,2025-10-05
393,418,Delhi,1941.0,865,2025-11-06
394,116,Pune,4299.0,909,2025-07-14
395,300,Mumbai,628.0,899,2025-07-16
396,112,Bangalore,2119.0,563,2025-05-25
397,389,Mumbai,158.0,149,2025-07-06
398,29,Bangalore,31.0,956,2025-10-03
399,425,Pune,4079.0,540,2025-04-25
400,470,Delhi,2863.0,966,2025-10-14
401,484,Chennai,1483.0,576,2025-06-24
402,479,Chennai,4799.0,821,2025-11-21
403,307,Pune,3063.0,694,2025-04-07
404,417,Bangalore,814.0,872,2025-10-27
405,452,Pune,4019.0,142,2025-02-24
406,109,Bangalore,765.0,645,2025-03-05
407,408,Chennai,1759.0,406,2026-02-11
408,457,Pune,1020.0,183,2025-05-13
409,196,Pune,4154.0,103,2025-04-12
410,354,Delhi,783.0,628,2025-04-08
411,8,Chennai,4022.0,556,2026-01-05
412,166,Delhi,123.0,875,2025-09-18
413,424,Mumbai,1955.0,415,2026-02-10
414,425,Bangalore,3116.0,883,2025-08-13
415,407,Pune,3773.0,885,2025-07-19
416,79,Mumbai,2035.0,227,2025-03-19
417,49,Mumbai,4898.0,601,2025-10-06
418,215,Bangalore,3909.0,795,2025-02-27
419,485,Chennai,1447.0,576,2026-01-09
420,121,Pune,462.0,211,2026-02-21
421,429,Mumbai,1949.0,314,2025-12-19
422,482,Mumbai,1584.0,604,2025-10-14
423,470,Bangalore,838.0,673,2025-07-09
424,287,Mumbai,4869.0,440,2025-10-29
425,448,Delhi,591.0,591,2025-12-24
426,81,Mumbai,1046.0,172,2025-09-15
427,164,Bangalore,2108.0,169,2025-09-21
428,427,Chennai,3014.0,727,2025-05-21
429,415,Delhi,4802.0,653,2025-12-04
430,400,Mumbai,1499.0,517,2025-04-07
431,177,Pune,2436.0,958,2025-08-26
432,280,Delhi,3647.0,791,2026-01-11
433,284,Mumbai,1936.0,273,2025-04-30
434,419,Chennai,2771.0,972,2026-01-23
435,286,Chennai,,767,2025-08-31
436,59,Bangalore,950.0,297,2025-04-11
437,366,Bangalore,2902.0,132,2025-05-16
438,456,Mumbai,4509.0,339,2025-10-10
439,201,Pune,1317.0,308,2025-03-13
440,442,Pune,2850.0,918,2025-11-26
441,6,Pune,1705.0,986,2026-02-22
442,138,Chennai,3787.0,222,2025-03-12
443,226,Chennai,2580.0,358,2025-11-24
444,320,Mumbai,2317.0,587,2026-02-15
445,58,Bangalore,2430.0,276,2025-06-18
446,92,Delhi,1189.0,620,2025-12-29
447,38,Delhi,4201.0,798,2025-03-10
448,341,Bangalore,1220.0,402,2026-02-01
449,343,Pune,234.0,807,2025-10-08
450,74,Delhi,235.0,253,2025-09-13
451,167,Delhi,3930.0,601,2025-05-11
452,226,Bangalore,1001.0,941,2025-11-18
453,423,Mumbai,866.0,457,2025-09-10
454,258,Mumbai,1738.0,275,2025-04-07
455,418,Chennai,2407.0,563,2025-03-07
456,325,Delhi,1994.0,744,2025-09-06
457,212,Mumbai,4094.0,848,2025-07-17
458,401,Chennai,3819.0,560,2025-06-18
459,235,Bangalore,2368.0,859,2025-04-11
460,239,Pune,897.0,179,2025-07-14
461,412,Pune,2491.0,761,2025-04-20
462,17,Mumbai,2371.0,417,2025-03-02
463,402,Delhi,4588.0,750,2025-11-15
464,489,Chennai,2218.0,588,2025-03-11
465,185,Mumbai,2749.0,288,2025-10-19
466,354,Chennai,2530.0,888,2026-01-01
467,463,Pune,2800.0,601,2025-11-27
468,232,Delhi,2309.0,393,2026-01-21
469,164,Pune,3884.0,919,2025-04-25
470,129,Delhi,3423.0,723,2026-02-22
471,21,Bangalore,98.0,421,2025-11-24
472,425,Pune,1380.0,149,2025-04-30
473,157,Mumbai,857.0,976,2025-10-02
474,324,Chennai,1111.0,808,2025-04-06
475,218,Pune,3264.0,167,2025-11-28
476,111,Pune,,556,2025-10-15
477,205,Mumbai,591.0,787,2025-09-08
478,216,Delhi,2293.0,606,2025-12-29
479,21,Chennai,1859.0,643,2025-04-30
480,95,Delhi,803.0,160,2025-04-18
481,498,Bangalore,4315.0,391,2025-03-05
482,261,Mumbai,1959.0,595,2026-02-13
483,18,Bangalore,561.0,534,2025-11-10
484,437,Bangalore,1220.0,662,2026-02-22
485,434,Pune,,224,2025-06-25
486,108,Chennai,411.0,378,2025-12-24
487,89,Chennai,,660,2025-10-18
488,360,Mumbai,3074.0,727,2025-08-04
489,242,Bangalore,506.0,179,2026-01-31
490,140,Pune,3620.0,399,2025-10-23
491,273,Chennai,2874.0,748,2025-12-01
492,125,Bangalore,4939.0,427,2025-05-21
493,385,Bangalore,2817.0,164,2025-08-02
494,26,Bangalore,2766.0,372,2025-08-08
495,188,Bangalore,4029.0,252,2025-09-13
496,199,Delhi,303.0,872,2025-12-24
497,272,Mumbai,3847.0,289,2025-09-06
498,2,Bangalore,552.0,898,2025-08-02
499,149,Pune,2768.0,317,2025-03-21
500,90,Bangalore,,209,2025-11-27
501,195,Delhi,1976.0,854,2025-08-17
502,195,Mumbai,4795.0,367,2025-03-28
503,55,Delhi,2225.0,642,2025-10-07
504,162,Chennai,3881.0,952,2026-01-03
505,345,Bangalore,3609.0,553,2025-09-01
506,108,Mumbai,2934.0,612,2025-06-21
507,177,Pune,788.0,591,2025-05-22
508,253,Chennai,1765.0,287,2026-01-18
509,354,Chennai,522.0,546,2025-04-10
510,65,Delhi,1980.0,858,2025-04-11
511,419,Delhi,2354.0,138,2026-02-12
512,13,Bangalore,4364.0,264,2025-08-30
513,195,Chennai,2034.0,549,2025-04-22
514,171,Bangalore,3284.0,742,2025-11-13
515,470,Bangalore,3362.0,285,2025-08-09
516,71,Chennai,3096.0,545,2025-10-28
517,71,Pune,3452.0,482,2025-11-22
518,307,Pune,3510.0,381,2026-02-13
519,478,Chennai,1715.0,636,2025-07-16
520,115,Chennai,594.0,734,2025-04-30
521,380,Chennai,1386.0,976,2025-06-11
522,337,Bangalore,1298.0,201,2025-12-04
523,312,Mumbai,3154.0,920,2026-01-23
524,167,Bangalore,3515.0,753,2025-07-26
525,201,Delhi,2622.0,978,2025-12-10
526,9,Chennai,1662.0,169,2026-01-10
527,420,Mumbai,940.0,107,2026-01-03
528,428,Mumbai,3106.0,838,2026-02-16
529,286,Delhi,1966.0,633,2025-09-24
530,206,Chennai,,391,2025-08-10
531,294,Bangalore,4228.0,683,2025-10-21
532,328,Delhi,1746.0,240,2025-07-09
533,230,Delhi,4585.0,957,2025-08-23
534,124,Mumbai,1710.0,278,2025-05-06
535,500,Pune,3717.0,647,2025-03-08
536,223,Bangalore,3465.0,140,2025-03-10
537,10,Pune,2292.0,953,2025-05-31
538,176,Delhi,1282.0,422,2025-10-29
539,12,Pune,2901.0,774,2025-11-17
540,216,Delhi,2172.0,728,2025-03-13
541,245,Pune,3855.0,422,2025-08-10
542,102,Mumbai,2409.0,275,2026-02-05
543,102,Pune,3571.0,699,2025-08-31
544,117,Delhi,2594.0,650,2025-06-03
545,3,Delhi,4789.0,706,2026-01-30
546,289,Delhi,223.0,977,2025-08-26
547,252,Delhi,4727.0,928,2025-09-09
548,231,Pune,4154.0,468,2026-01-03
549,386,Delhi,4590.0,207,2025-06-06
550,228,Mumbai,989.0,195,2025-05-02
551,210,Chennai,4283.0,851,2025-10-16
552,139,Mumbai,3028.0,517,2025-03-21
553,347,Chennai,4899.0,436,2025-03-31
554,178,Mumbai,3686.0,837,2025-05-22
555,489,Bangalore,672.0,412,2026-01-10
556,224,Chennai,402.0,853,2025-09-13
557,213,Delhi,343.0,551,2025-09-01
558,241,Mumbai,,457,2025-03-24
559,253,Bangalore,285.0,484,2026-02-03
560,299,Pune,2923.0,543,2025-08-21
561,241,Chennai,1095.0,607,2025-03-21
562,335,Mumbai,3915.0,305,2025-04-25
563,88,Chennai,412.0,628,2025-06-20
564,124,Mumbai,2996.0,834,2025-12-04
565,44,Bangalore,4149.0,176,2025-08-27
566,319,Bangalore,2406.0,807,2025-04-21
567,25,Mumbai,877.0,821,2025-07-12
568,251,Delhi,1495.0,571,2025-09-09
569,36,Delhi,3127.0,843,2025-06-27
570,376,Pune,3747.0,815,2025-08-05
571,88,Chennai,4143.0,869,2025-06-15
572,284,Pune,1263.0,393,2025-06-19
573,253,Mumbai,2561.0,463,2025-07-15
574,363,Delhi,4038.0,909,2026-01-04
575,333,Pune,367.0,849,2025-07-03
576,93,Mumbai,4056.0,760,2025-05-15
577,227,Mumbai,310.0,887,2026-02-09
578,178,Chennai,947.0,303,2025-10-13
579,26,Bangalore,1380.0,271,2025-02-22
580,207,Pune,2284.0,446,2025-12-25
581,385,Delhi,661.0,268,2025-07-28
582,270,Delhi,1464.0,703,2026-01-05
583,221,Delhi,2828.0,526,2025-12-26
584,242,Chennai,4578.0,510,2025-02-25
585,263,Bangalore,1064.0,110,2025-10-29
586,13,Delhi,4548.0,572,2025-10-31
587,297,Bangalore,484.0,454,2025-10-10
588,175,Mumbai,2064.0,924,2025-05-01
589,196,Pune,186.0,714,2025-10-13
590,429,Chennai,4368.0,598,2025-12-26
591,209,Pune,3387.0,946,2026-01-24
592,431,Delhi,3524.0,315,2025-04-06
593,173,Delhi,2546.0,338,2025-11-16
594,365,Pune,2828.0,322,2026-02-13
595,91,Pune,3098.0,434,2025-05-08
596,422,Delhi,737.0,830,2025-04-15
597,74,Bangalore,1880.0,170,2025-12-26
598,418,Delhi,4786.0,513,2025-09-11
599,247,Pune,4270.0,892,2026-01-05
600,14,Pune,373.0,747,2025-09-16
601,42,Bangalore,114.0,721,2025-04-05
602,286,Delhi,3089.0,343,2025-12-09
603,359,Chennai,3778.0,628,2025-07-28
604,201,Mumbai,1484.0,185,2025-06-05
605,219,Delhi,958.0,136,2025-04-10
606,369,Mumbai,3554.0,717,2025-07-11
607,45,Mumbai,4608.0,506,2025-11-01
608,200,Pune,4968.0,670,2026-01-16
